name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,lyrics,mood
Take Everything,Take Everything,Gareth Emery,2L93hpsnJ8scBHIQFZzh1b,2018-12-14,54,212238,0.506,0.0234,0.823,0.000916,0.303,0.405,-5.272,0.0424,133.954,6,4,"
I let you in, into my world
I gave you things you said you deserved


But you took all I had, threw it back in my face
At the hardest time, worst possible place
I know that I was not to blame


So go ahead and take everything
When it's over I'll still be standing
Because I was here from the start
You won the war, but still you lost my heart


In all my plans, you followed me
You crossed your heart and said you believed


But you took all I had, threw it back in my face
At the hardest time, worst possible place
I know that I was not to blame


So go ahead and take everything
When it's over I'll still be standing
Because I was here from the start
You won the war, but still you lost my heart",Happy
Take on Me,Hunting High and Low,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,1985-06-01,84,225280,0.573,0.018000000000000002,0.902,0.00125,0.0928,0.8759999999999999,-7.638,0.054000000000000006,84.412,6,4,"
We're talking away
I don't know what I'm to say
I'll say it anyway
Today's another day to find you
Shying away
I'll be coming for your love, okay?


Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day or two


So needless to say
I'm odds and ends
But I'll be stumbling away
Slowly learning that life is okay
Say after me
It's no better to be safe than sorry


Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day or two




Oh, things that you say
Is it a life or just to play my worries away?
You're all the things I've got to remember
You're shying away
I'll be coming for you anyway


Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day
Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day",Happy
Talking In Your Sleep,In Heat,The Romantics,7fRvtXvJMpGfTLdF0M09a1,1983-02-14,61,235093,0.72,0.0289,0.967,0.00034500000000000004,0.142,0.977,-4.434,0.0343,129.766,9,4,"
When you close your eyes and you go to sleep
And it's down to the sound of a heartbeat
I can hear the things that you're dreaming about
When you open up your heart and the truth comes out


You tell me that you want me
You tell me that you need me
You tell me that you love me
And I know that I'm right
'Cause I hear it in the night


I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep


When I hold you in my arms at night
Don't you know you're sleeping in the spotlight
And all your dreams that you keep inside
You're telling me the secrets that you just can't hide


You tell me that you want me
You tell me that you need me
You tell me that you love me
And I know that I'm right
'Cause I hear it in the night


I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep


When you close your eyes and you fall asleep
Everything about you is a mystery


You tell me that you want me
You tell me that you need me
You tell me that you love me
And I know that I'm right
'Cause I hear it in the night


I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep
When you're talking in your sleep
I hear the secrets that you keep",Happy
Tears Don't Fall,The Poison,Bullet For My Valentine,1kdiiFGX1Htx0aVZYaDwEJ,2006-02-14,61,348386,0.212,0.000725,0.926,4.83e-06,0.081,0.262,-3.378,0.14,162.10299999999995,7,4,"
Let's go!


With bloodshot eyes, I watch you sleeping
The warmth I feel beside me is slowly fading
Would she hear me, if I called her name?
Would she hold me, if she knew my shame?


There's always something different going wrong
The path I walk's in the wrong direction
There's always someone fucking hanging on
Can anybody help me make things better?


Your tears don't fall, they crash around me
Her conscience calls, the guilty to come home
Your tears don't fall, they crash around me
Her conscience calls, the guilty to come home


The moments die, I hear no screaming
The visions left inside me are slowly fading
Would she hear me, if I called her name?
Would she hold me, if she knew my shame?


There's always something different going wrong!
The path I walk's in the wrong direction!
There's always someone fucking hanging on!
Can anybody help me make things better?


Your tears don't fall, they crash around me
Her conscience calls, the guilty to come home
Your tears don't fall, they crash around me
Her conscience calls, the guilty to come home

Oh!

Yeah!


This battered room I've seen before
The broken bones they heal no more, no more
With my last breath i'm choking
Will this ever end? i'm hoping
My world is over, one more time!

Let's go!




Would she hear me, if I called her name?
Would she hold me, if she knew my shame?


There's always something different going wrong!
The path I walk's in the wrong direction!
There's always someone fucking hanging on!
Can anybody help me make things better?


Your tears don't fall, they crash around me
Her conscience calls, the guilty to come home (tears don't fall)
Your tears don't fall, they crash around me (conscience calls)
Her conscience calls, the guilty to come
Better!
Your tears don't fall, they crash around me (conscience calls)
Her conscience calls, the guilty to come home!",Energetic
Teenage Dirtbag,Wheatus,Wheatus,25FTMokYEbEWHEdss5JLZS,1999-02-15,68,241666,0.625,0.34600000000000003,0.85,0.000233,0.174,0.633,-3.904,0.0495,94.661,4,4,"
Her name is Noelle
I have a dream about her
She rings my bell
I got gym class in half an hour
Oh, how she rocks
In Keds and tube socks
But she doesn't know who I am
And she doesn't give a damn about me


'Cause I'm just a teenage dirtbag, baby
Yeah, I'm just a teenage dirtbag, baby
Listen to Iron Maiden, baby, with me, ooh


Her boyfriend's a dick
And he brings a gun to school
And he'd simply kick
My ass if he knew the truth
He lives on my block
And he drives an IROC
But he doesn't know who I am
And he doesn't give a damn about me


'Cause I'm just a teenage dirtbag, baby
Yeah, I'm just a teenage dirtbag, baby
Listen to Iron Maiden, baby, with me, ooh


Oh, yeah, dirtbag
No, she doesn't know what she's missin'
Oh, yeah, dirtbag
No, she doesn't know what she's missin'


Man, I feel like mold
It's prom night and I am lonely
Lo and behold
She's walkin' over to me
This must be fake
My lip starts to shake
How does she know who I am?
And why does she give a damn about me?
I've got two tickets to Iron Maiden, baby
Come with me Friday, don't say maybe
I'm just a teenage dirtbag, baby, like you


Oh, yeah, dirtbag
No, she doesn't know what she's missin'
Oh, yeah, dirtbag
No, she doesn't know what she's missin'..",Happy
Telling Tales,Telling Tales,Song Sung,3AfZWVkAf2ipi68BMVvfwq,2020-05-26,36,252499,0.425,0.0262,0.555,0.284,0.206,0.247,-11.806,0.0287,108.991,0,4,"Jerry Jeff Walker

We held a funeral and a wake at the Diamondback Saloon
With every old-time cowboy agathered in one room
Swappin' tales and tellin' lies from days when they were young
Fearless buckaroos who always let the ponies run

I still see us behind the chutes, standin' in the sun
Light reflecting off the shiny buckles that we'd won
Farmin' boys from everywhere, just a ropin' in our dreams
Buckin' down the highway in old trucks and faded jeans

Cheyenne days to Fort Worth nights, we drove every inch of road
We often spoke our dreams out loud, sharing rooms and dirty clothes
The bandaged up, the broken ones, too tough to ever cry
The one we won the big go around, the drinks were ours to buy

Days were filled with mundane chores that kept us lean and mean
But our nights were spent out dancin' with the fairest girls we'd seen
Regaling them with wild ass tales, that weren't that far from true
There wasn't a single favor asked that your old pal wouldn't do

And every year the finals drew us back to OKC
Shoulders, Mahan, Steiner, Vol, T-bone and old Duffy
And when the dust had settled and the last go-round was run
We stayed up all night singing songs 'til every song was sung

The broken bones and broken hearts that led to broken homes
And the trails we rode together, now we travel on alone
And the friends we saw each summer, now we hardly saw at all
A little something's broken off each time a cowboy falls

Well adios amigos, see you down the line
I sure enjoyed the bullshit, cause it brought back some good times
And if you see those pals we knew from days when we were young
Tell them I stil saddle up just to feel the ponies run",Sad
Thank You for the Venom,Three Cheers for Sweet Revenge,My Chemical Romance,0BpKPyXhWsTaWkgXeOd1Sn,2004-06-08,61,221093,0.486,0.00237,0.977,0.0,0.298,0.413,-3.463,0.0603,103.501,7,4,"


Sister, I'm not much a poet, but a criminal
And you never had a chance
Love it or leave it, you can't understand a pretty face
But you do, so carry on, and on, and on


I wouldn't front the scene if you paid me
I'm just the way that the doctor made me
On, and on, and on, and on
Love is the red, the rose on your coffin door
What's life like bleeding on the floor, the floor, the floor?


You'll never make me leave, I wear this on my sleeve
Give me a reason to believe


So give me all your poison, and give me all your pills
And give me all your hopeless hearts and make me ill
You're running after something that you'll never kill
If this is what you want, then fire at will


Preach all you want, but who's gonna save me?
I keep a gun on the book you gave me
Hallelujah, lock and load
Black is the kiss, the touch of a serpent son
It ain't the mark or the scar that makes you one, and one, and one, and one


You'll never make me leave, I wear this on my sleeve
Give me a reason to believe


So give me all your poison, and give me all your pills
And give me all your hopeless hearts and make me ill
You're running after something that you'll never kill
If this is what you want, then fire at will




You'll never make me leave, I wear this on my sleeve
You wanna follow something, give me a better cause to lead
Just give me what I need, give me a reason to believe


So give me all your poison, and give me all your pills
And give me all your hopeless hearts and make me ill
You're running after something that you'll never kill
If this is what you want, then fire at will
So give me all your poison, and give me all your pills (Fire at will)
And give me all your hopeless hearts and make me ill (Fire at will)
You're running after something that you'll never kill (Fire at will)
If this is what you want, then fire at will (Fire at will)",Energetic
The A Team,The A Team,Ed Sheeran,2vBF8A6n0REigm7RSUM65S,2011-05-01,34,258588,0.626,0.6779999999999999,0.28600000000000003,0.0,0.134,0.366,-9.933,0.0374,84.954,9,4,"
White lips, pale face
Breathing in the snowflakes
Burnt lungs, sour taste
Light's gone, days end
Struggling to pay rent
Long nights, strange men


And they say
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately, her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us


'Cause we're just under the upper hand
And go mad for a couple grams
And she don't want to go outside tonight
And in a pipe she flies to the Motherland
Or sells love to another man
It's too cold outside
For angels to fly
Angels to fly


Ripped gloves, raincoat
Tried to swim and stay afloat
Dry house, wet clothes
Loose change, bank notes
Weary-eyed, dry throat
Call girl, no phone


And they say
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately, her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us


'Cause we're just under the upper hand
And go mad for a couple grams
And she don't want to go outside tonight
And in a pipe she flies to the Motherland
Or sells love to another man
It's too cold outside
For angels to fly


An angel will die
Covered in white
Closed eyes and hopin' for a better life
This time, we'll fade out tonight
Straight down the line


And they say
She's in the Class A Team
Stuck in her daydream
Been this way since 18
But lately, her face seems
Slowly sinking, wasting
Crumbling like pastries
And they scream
The worst things in life come free to us


And we're all under the upper hand
And go mad for a couple grams
And we don't want to go outside tonight
And in a pipe we fly to the Motherland
Or sell love to another man
It's too cold outside
For angels to fly
Angels to fly
Fly, fly
For angels to fly
To fly, to fly
For angels to die",Sad
The Boys Are Back In Town,Jailbreak (Deluxe Edition),Thin Lizzy,2iAq1y8jEVOQM6OA8L0XtO,1976,0,266720,0.319,0.242,0.7120000000000001,0.000414,0.294,0.773,-9.742,0.0535,78.11399999999998,8,4,"
Guess who just got back today?
Them wild-eyed boys that'd been away
Haven't changed, hadn't much to say
But man, I still think them cats are crazy
They were askin' if you were around
How you was, where you could be found
Told them you were livin' downtown
Drivin' all the old men crazy


The boys are back in town
The boys are back in town
I said, the boys are back in town
The boys are back in town
The boys are back in town
The boys are back in town
The boys are back in town
The boys are back in town


You know that chick that used to dance a lot?
Every night, she'd be on the floor, shakin' what she's got
Man, when I tell ya she was cool, she was red hot
I mean she was steamin'
And that time over at Johnny's place
Well, this chick got up and she slapped Johnny's face
Man, we just fell about the place
If that chick don't wanna know, forget her


The boys are back in town
The boys are back in town
I said, the boys are back in town
The boys are back in town
The boys are back in town
The boys are back in town
The boys are back in town
The boys are back in town

{Instrumental}


Spread the word around...
Guess who's back in town!
You spread the word around!


Friday night they'll be dressed to kill
Down at Dino's bar and grill
The drink will flow, and blood will spill
And if the boys wanna fight, you better let 'em
That jukebox in the corner blasting out my favourite song
The nights are gettin' warmer, it won't be long
Won't be long 'til summer comes
Now that the boys are here again


The boys are back in town
The boys are back in town
The boys are back in town
The boys are back in town
The boys are back in town
The boys are back in town
(Spread the word around)
The boys are back in town
The boys are back in town
(The boys are back, the boys are back)




The boys are back in town again
They're hangin' down at Dino's
The boys are back in town again!",Happy
The Dazzler,Ex:Re,Ex:Re,12oa6kHYN9FamPdcpSM54i,2018-11-30,0,281567,0.775,0.343,0.218,0.00596,0.0866,0.361,-11.0,0.0461,133.036,9,4,"
The night is young at the Dazzler
I spiked my own drink, took myself to bed
Alone I pondered the cheap frills of hotels
The miniatures, the endless throwaway towels
One for my hair, one for my foot
Another for my other foot
My face, my neck, my spilled beverages


Drunk in my hotel room, I look perfect
I look like I'm 24 before I caught your coldness
God, I'm gorgeous
I keep begging for late checkouts
Let me stay here, let me live here
In room 232 till I expire, I can shower for hours
Leave the lights on, I'm not paying those bills


The neighbours are quiet, no one is back yet
I think about the falsity of hotel sex
Expensive bedsheets and the orange glowing filaments
The way you used to say you loved me
In the heat of it, holiday feeling
When it wasn't over too quick
Yeah, I'll throw the TV out the window
And I'll paint the whole room gold
I'll make potions with the minibar
Yeah, I feel unbalanced, put my feet on the walls
Try and reach you all night, I'm not paying for calls


Oh, this is heaven
Alone
Yeah, this is living
Alone",Sad
The Hardest Button To Button,Elephant,The White Stripes,5vVwPth7ccUHil5wsUG7ky,2003-04-01,56,212426,0.6920000000000001,0.0097,0.515,0.292,0.103,0.5489999999999999,-8.488,0.0678,128.469,4,4,"
We started living in an old house
My ma gave birth and we were checking it out
It was a baby boy, so we bought him a toy
It was a ray gun, and it was 1981


We named him 'Baby', he had a toothache
He started crying, it sounded like an earthquake
It didn't last long, because I stopped it
I grabbed a rag doll and stuck some little pins in it


Now we're a family, and we're alright now
We got money, and a little place to fight now
We don't know you, and we don't owe you
But if you see us around, I got something else to show you




Now it's easy when you don't know better
You think it's sleazy? Then put it in a short letter
We keep warm, but there's just something wrong with you
Just feel that you're the hardest little button to button


I had opinions that didn't matter
I had a brain that felt like pancake batter
I got a backyard with nothing in it
Except a stick, a dog, and a box with something in it


The hardest button to button
The hardest button to button
The hardest button to button
The hardest button to button
Uh-oh
The hardest button to button
The hardest button to button
Uh-oh
The hardest button to button
The hardest button to button




The hardest button to button
The hardest button to button
The hardest button to button
The hardest button to button
Uh-oh",Energetic
The Hell Song,All The Good Sh**. 14 Solid Gold Hits (2000-2008),Sum 41,2iyriVrfEXWD7YRfPqub7l,2009-01-01,37,199493,0.343,0.000135,0.956,0.00165,0.14300000000000002,0.5529999999999999,-5.073,0.0739,173.325,8,4,"
Everybody's got their problems
Everybody says the same things to you
It's just a matter how you solve them
And knowing how to change the things you've been through
I feel I've come to realize
How fast life can be compromised
Step back to see what's going on
I can't believe this happened to you
(This happened to you)


It's just a problem that I'm faced with; am I
Not the only one who hates to stand by?
Complications that are first in this line
With all these pictures running through my mind
Knowing endless consequences
I feel so useless in this
Get back, step back, and as for me
I can't believe


Part of me, won't agree
Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure
Part of me, won't agree
Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure anymore


Everybody's got their problems
Everybody says the same things to you
It's just a matter how you solve them
But what else are we supposed to do?


Part of me, won't agree
Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure
Part of me, won't agree
Cause I don't know if it's for sure
Suddenly, suddenly
I don't feel so insecure anymore


Why do things that matter the most
Never end up being what we chose
Now that I find no way so bad
I don't think I knew what I had
Why do things that matter the most
Never end up being what we chose
Now that I find no way so bad
I don't think I knew what I had",Energetic
The Hunger,The Hunger,Bat For Lashes,7AaSbMyCeUxcGsvCmzmfEJ,2019-08-05,26,299000,0.436,0.0402,0.753,0.0204,0.14800000000000002,0.399,-9.76,0.0359,89.96799999999998,4,4,"
Take a trip
Trip up to the sun
While our bodies are one
And we play in our minds
'Cause it's our blood
And it fills up the sky
Off the bridges we fly
Can we keep us alive?


I want to fly
You know how I like it
I want to feel
Like I'm still alive
I want to bleed
And feed us forever
But I want to feed
The hunger inside
The hunger inside
The hunger inside


Take a trip
Trip down through the fire
Where we lose our desire
To keep up the dance
'Cause it's our love
('Cause you know it's our love)
That is hurt by the flame
(When it becomes a flame)
Can't take this road again
(Can we get back to love?)
If we want to survive


I want to fly
You know how I like it
I want to feel
Like I'm still alive
I want to bleed
And feed us forever
But I want to feed
The hunger inside
The hunger inside
The hunger inside


If I could be you
(The hunger inside)
And you could be me
(The hunger inside)
We’d see the hunger inside
(The hunger inside)
And not the enemy
If I could be you
(The hunger inside)
And you could be me
(The hunger inside)
We’d see the hunger inside
(The hunger inside)
And not the enemy


'Cause we can make it love again
And it's time to start things over
And we can come back from the dead
And feed this endless hunger
'Cause we can make it love again
And it's time to start things over
And we can come back from the dead
And feed this endless hunger",Sad
The Joker,The Joker,Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,1973-01-01,77,264503,0.596,0.365,0.448,5.3e-06,0.206,0.7959999999999999,-9.616,0.0396,83.29299999999998,5,4,"
Some people call me the space cowboy, yeah
Some call me the gangster of love
Some people call me Maurice
'Cause I speak of the pompatus of love
People talk about me, baby
Say I'm doing you wrong, doing you wrong
Well, don't you worry, baby, don't worry
'Cause I'm right here, right here, right here, right here at home


'Cause I'm a picker, I'm a grinner
I'm a lover, and I'm a sinner
I play my music in the sun
I'm a joker, I'm a smoker
I'm a midnight toker
I sure don't want to hurt no one
I'm a picker, I'm a grinner
I'm a lover, and I'm a sinner
I play my music in the sun
I'm a joker, I'm a smoker
I'm a midnight toker
I get my lovin' on the run
Whooo
Whooooo


You're the cutest thing that I ever did see
I really love your peaches, wanna shake your tree
Lovey-dovey, lovey-dovey, lovey-dovey all the time
Oee, baby, I'll sure show you a good time


'Cause I'm a picker, I'm a grinner
I'm a lover, and I'm a sinner
I play my music in the sun
I'm a joker, I'm a smoker
I'm a midnight toker
I get my lovin' on the run
I'm a picker, I'm a grinner
I'm a lover, and I'm a sinner
I play my music in the sun
I'm a joker, I'm a smoker
I'm a midnight toker
I sure don't want to hurt no one
Whooo Whoooo


People keep talking about me, baby
Say I'm doing you wrong
Well, don't you worry, don't worry, no, don't worry, mama
'Cause I'm right here at home
You're the cutest thing I ever did see
Really love your peaches, wanna shake your tree
Lovey-dovey, lovey-dovey, lovey-dovey all the time
C'mon baby, now I'll show you a good time",Happy
The Night We Met,Strange Trails,Lord Huron,6mORGLOz79w6VsCRLWYYuK,2015-04-06,17,208211,0.443,0.969,0.369,0.277,0.638,0.0989,-9.514,0.0441,174.107,9,3,"
(Ooh ooh ooh)
(Ooh ooh ooh)
(Ooh ooh ooh)
(Ooh ooh ooh)


I am not the only traveler
Who has not repaid his debt
I've been searching for a trail to follow again
Take me back to the night we met


And then I can tell myself
What the hell I'm supposed to do
And then I can tell myself
Not to ride along with you


I had all and then most of you
Some and now none of you
Take me back to the night we met
I don't know what I'm supposed to do
Haunted by the ghost of you
Oh, take me back to the night we met


When the night was full of terrors
And your eyes were filled with tears
When you had not touched me yet
Oh, take me back to the night we met


I had all and then most of you
Some and now none of you
Take me back to the night we met
I don't know what I'm supposed to do
Haunted by the ghost of you
Take me back to the night we met",Sad
The Safety Dance,Greatest,Men Without Hats,5O4NFbDqJ8SOfbjnIhdPDt,2013-02-11,61,164866,0.524,0.0252,0.8809999999999999,0.0,0.101,0.62,-4.479,0.0468,101.677,5,4,"
We can dance if we want to
We can leave your friends behind
'Cause your friends don't dance
And if they don't dance
Well they're no friends of mine


I say, we can go where we want to
A place where they'll never find
And we can act like we come from out of this world
Leave the real one far behind
We can dance (Danser!)


We can go where we want to
The night is young and so am I
And we can dress real neat
From our hats to our feet
And surprise 'em with a victory cry


I say, we can act if we want to
If we don't nobody will
And you can act real rude
And totally removed
And I can act like an imbecile


I say, we can dance, we can dance
Everything is out of control
We can dance, we can dance
We're doing it from pole to pole
We can dance, we can dance
Everybody look at your hands
We can dance, we can dance
Everybody's taking the chance

Safe to dance
Well it's safe to dance
Yes, it's safe to dance


We can dance if we want to
We've got all your life and mine
As long as we abuse it
Never gonna lose it
Everything will work out right


I say, We can dance if we want to
We can leave your friends behind
'Cause your friends don't dance
And if they don't dance
Well they're no friends of mine


I say, we can dance, we can dance
Everything is out of control
We can dance, we can dance
We're doing it from pole to pole
We can dance, we can dance
Everybody look at your hands
We can dance, we can dance
Everybody's taking the chance


Well, it's safe to dance
Yes, it's safe to dance
Well, it's safe to dance
Well, it's safe to dance
Yes it's safe to dance
It's safe to dance
Well, it's safe to dance
It's a safety dance
It's a safety dance
It's a safety dance
It's a safety dance
It's a safety dance",Happy
The Times Are Tired,Views from Sixteen Stories,Alaskan Tapes,1c6aKOdOoR1TFqn0JTyc4R,2019-09-19,26,242466,0.21600000000000005,0.792,0.195,0.93,0.102,0.14,-14.026,0.0382,61.555,8,3,"And the city did sink into the depths of the sea
And the inhabitants thereof were drowned
Sparks frightening and there were exceedingly sharp lightnings
Such has never had been known, falter scared in all the land
This is dedicated to fire, what came first liar
Spine of titanium
An invisible alien hawk stalks the lost jungles of Asia
Killing soldiers, thrilling heat holders
The eldest dragon, you be held assassins
Whether cellar mast, been backwards clever never
Embezzler, interstellar bastard, bad pretty dastardly city
The Tasmanian devil was called the devil by early European settlers
Who were terrified by its demonic cries lost
All along the horror score, fire wasp
All along the horror score, fire wasp
At last you crash like the Colossus of Rhodes, jump away like toad
Tired of being harassed by your stupid parents
Bionic bomb shelters, sub-atomic, incoherent lyrics to a cometh
It took a day to reach the summit. the high cost of living
Turkey F-A-N-G-S giving. I bring lightning. I'm king Pisces of the ocean
Just swimming. It never go to extra innings
Friend I'm the pride of beside, Henry Jekyll much obliged your eyes
Mr. Edward Hyde. The good witches ride
And Frankenstein can't help to rhyme, I spark and laugh in the dark
And boss the holocaust. Gone to concrete island of Alcatraz
Two about to blast, man listen I'll swallow a gun and go to San Quentin
I catch fire
I catch fire
I catch fire

(CHORUS)
A shark's eyes are 10 times more sensitive to light
In rap a hired killer, he like Linus and the blanket
Real vampires prefer cows to Hollywood actresses
The ceiling collapsed and caved in
I catch fire
A shark's eyes are 10 times more sensitive to light
In rap a hired killer, he like Linus and the blanket
Real vampires prefer cows to Hollywood actresses
The ceiling collapsed and caved in
I catch fire

The Ancient Egyptians bathed in blood of pagan prescriptions
Words chosen, stolen, so misbehaved by a thug
MC so badly crushed
That he was loosing a cup of blood with every heartbeat
I stalk obsolete
At night, I walk and talk on the street, the midnight rambler
I've been waiting for four long years, buried in the sand
Under the shade of a tree, and it's just a matter of time
Until a large man will use the tree as a sun shade
And that's when I launch my attack, nigga I can rap
The assassin bug lives in Latin American, the best
Does your home have an uninvited guest?
The body will shut down after losing on floor
Four Pints of vital thresh
When the sun goes down in America
Just South of nowheres, sos don't go there
A murder in Silent Hill, for real, I'm the violent tyrant still
A deadly spider crawling in your toys
Boys in New York there are nine rats to every person
This one, my noise, red heavy curtains
When the moon goes down in America, an executioner goes to work
Gloriously destructive, the eldest dragon
I'm sinister as a ghost that lurks. A murder on Shadow Mountain
Police blood hounds used to track down the killer
The stealth hazard, you draw it in
And store held captive by armed men

(CHORUS)

Something made of pieces fitted together
The killer moth the bird killer off, kind bounty bastard
Find the last hazard county, Alaskan light madmen standing
I strike liver then bad friend, A white spider assassin
Assemblage, crime-ending, a collection or gathering assembly line
Chinese wine, I'm hollow, I swallow my pocket change to a dime
No discreet street patriotic language. I am Procrustes
A villain of Greek mythology who made his strange victim's anguish
Inlaid, work made from small pieces
We can debate life
We can debate life
We can debate life about a piece of unrecorded tape
That is used for threading the tape onto a tape drive
Lose when you snooze and ooze women who gather supports
Reports or comments on the news. Enemies bleed
Famous for some bad quality or deed
Like a hired killer. A campfire thriller
London England produced the first police force the niggas lost
Medieval during the village at night hyenas hurt fifty people
And black mamba has been known to kill seven people in, in fact
One attack. The scorpion kills one thousand people every year
Snakes are only carnivores themed, a fucking box jellyfish sting
In 1897 Bram Stoker wrote Dracula. Off a place staked
The werewolf coyote he escaped
Ignore it, signs of the vampire's legend began in Eastern Europe
Where blood sucking creatures were once thought to be
The souls of the dead that rose from the bed and grave quiet
And wandered about the night, to drink the blood from living
But hombre I'm eyeful with a rifle
Like Clint Eastward in Unforgiven
I'm above it to no purpose, thinking nothing of it
My Chronos is like playing catch or skipping rope with a ghost
The holocaust, I leave you lost like, in hope
A large Bermuda triangle boat, Holmes. I'm loud
So bloods on the wing. Alcatraz is too proud
I killed 48 men and one for snoring too loud

(CHORUS)",Calm
The Wall,The Wall,Alok,0Qp1IH1EkRCNabfgzxNMUT,2019-06-28,59,159500,0.682,0.00953,0.91,0.0673,0.0732,0.536,-2.314,0.0431,122.943,11,4,"(Hey!)
(Hey!)

We don't need no—
We don’t need no—
We don't need no—
We don't need no—
We don’t need no—

We don't need no education
We don't need no thought control

(Hey!)
(Hey!)
(Hey!)

We don't need no—
We don't need no—
We don't need no—
We don't need no—
We don't need no—

We don’t need no education
We don’t need no thought control",Energetic
There For You,There For You,Gorgon City,4Qv71lFPCObf7zol1uWCJb,2019-08-16,68,186493,0.5329999999999999,0.00529,0.8440000000000001,8.909999999999997e-05,0.0722,0.7120000000000001,-5.04,0.0302,123.971,11,4,"
Waited so long, thought you'd never come
You proved me wrong 'cause I don't know where it felt so right
If I could go, go back in time
What I would do, is love you sooner


I wish I was there for you
Wish I was holding you closer than close everyday of your life
I wish I was there for you
And I wish that you were there for me too


I wish I was there for you
(There for you, there for you, there for you
There for you, there for you)
I wish I was there for you
(There for you, there for you, there for you
There for you, there for you)

(There for you, there for you, there for you
There for you, there for you, there for you)
I wish I was there for you
And I wish that you were there for me too
(There for you, there for you, there for you)


I lose my mind, going back in time
Were you mine, oh, mine?
So many years, so many tears, wishing that you were over here
Maybe that's how it needed to be for you to get to me


I wish I was there for you
Wish I was holding you closer than close everyday of your life
I wish I was there for you
'Cause when we're together, there's so much to love, there's so little time
I wish I was there for you
Wish I was holding you closer than close everyday of your life
I wish I was there for you
And I wish that you were there for me too


I wish I was there for you
(There for you, there for you, there for you
There for you, there for you)
I wish I was there for you
(There for you, there for you, there for you
There for you, there for you)

(There for you, there for you, there for you
There for you, there for you, there for you)
I wish I was there for you
And I wish that you were there for me too
(There for you, there for you, there for you)",Energetic
Thirteen Thirty-Five,This Silence Kills,Dillon,3N2vr4m44BBZiVCZ0O4bnf,2011-11-11,0,223085,0.67,0.7859999999999999,0.293,0.0,0.215,0.36,-10.56,0.0486,66.97399999999999,5,4,"Strongest taste
Loudest drop
Head is filled
The thought, unlocked
(4x; last line 3x)

You'd be thirteen
I'd be thirty-five
Gone to find a place for us to
Hide

Be together but alone
As the need for it has grown
(2x restarting from the ""You'd be Thirteen""-line)

Cha-cha, cha-cha, cha-cha
Cha-cha, cha-cha

A cave or a shed
A car or a bed
A hole in the ground
Or a burial mound
A bush or a tree
Or the Aegean see will do for me

Cha-cha, cha-cha, cha-cha
Cha-cha, cha-cha-haa

I can say that you look pretty
You turn my legs into spaghetti
You set my heart on fire

For you I found a vent
In the bottom of a coal mine
Just enough space for your hands in the inside

If you go
Do let me know

You'd be thirteen
I'd be thirty-five
Gone to find a place for us to hide

A den or a dessert
Perhaps an ink squirt
A cellar, a wishing well, a war
Or a guarantee will do for me

For you I found a cell
On the top floor of a prison
Just enough space for you to fit your feet in

If you go
Do let me know

For you I found a cell
On the top floor of a prison
Just enough space for you to fit your feet in

If you go
Please let me know

I go running with a heart on fire
(7x)",Sad
Throw Me a Bone,Throw Me a Bone,Goat Girl,5fw57RymBIg7ys4M8tWJ5H,2018-03-27,26,147248,0.516,0.585,0.487,0.0507,0.168,0.209,-10.55,0.0331,96.204,5,3,"


If you throw me a bone
Then I'll throw back a sharp stone
If you throw me a bone
Then I'll throw back a sharp stone
Throw me a bone and I'll throw back a stone
Throw me a bone and I'll throw back a stone


If you take me home
Then you'll end up alone
If you take me home
Then you'll end up alone
Take me home then you'll end up alone
Take me home then you'll end up alone",Sad
